Timestamp,Resposnse ID,Where do you reside currently?,What is your age?,What is your gender?,Do you approve or disapprove of the way Hage Geingob is handling his job as president?,Which one of the following issues matters MOST to you right now?,"Did you vote in the 2014 presidential election, or not?","If the 2019 Namibia general election were being held today, which candidate would you vote for?",What is your education level?
10/25/2019 5:49:23,198,Khomas,25-34,Male,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 6:05:39,199,Oshikoto,25-34,Female,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Grade 12
10/25/2019 6:07:21,200,Omusati,18-24,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Bachelor's Degree
10/25/2019 6:07:37,201,Omusati,18-24,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Bachelor's Degree
10/25/2019 6:09:27,202,Oshana,45-54,Male,Neither Approve nor Disapprove,Climate Change,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 6:15:51,203,Khomas,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 6:29:48,204,Oshana,25-34,Female,Strongly Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Grade 12
10/25/2019 6:48:58,205,Ohangwena,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 7:07:07,206,Ohangwena,45-54,Female,Approve,Jobs and the Economy,Voted in 2014,H. Geingob,College Diploma
10/25/2019 7:20:23,207,Khomas,25-34,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,B. Swartbooi,Post-Graduate Degree
10/25/2019 7:34:35,208,Omusati,25-34,Female,Strongly Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Vocational Certificate
10/25/2019 7:37:46,209,Kunene,25-34,Female,Strongly Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Vocational Certificate
10/25/2019 7:49:29,210,Erongo,35-44,Male,Strongly Approve,Climate Change,Did not vote in 2014,P. Itula,College Diploma
10/25/2019 8:10:13,211,Khomas,25-34,Male,Disapprove,Jobs and the Economy,Voted in 2014,M. Venaani,Post-Graduate Degree
10/25/2019 8:13:24,212,Khomas,18-24,Male,Approve,Jobs and the Economy,Did not vote in 2014,H. Geingob,Grade 12
10/25/2019 8:18:11,213,Khomas,25-34,Male,Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Bachelor's Degree
10/25/2019 8:20:31,214,Abroad,35-44,Male,Neither Approve nor Disapprove,Jobs and the Economy,Did not vote in 2014,B. Swartbooi,Bachelor's Degree
10/25/2019 8:49:12,215,Kunene,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 8:49:21,216,Khomas,18-24,Female,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 9:00:55,217,Erongo,45-54,Female,Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Bachelor's Degree
10/25/2019 9:08:50,218,Khomas,45-54,Female,Strongly Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Grade 12
10/25/2019 9:40:41,219,Khomas,45-54,Female,Strongly Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Grade 12
10/25/2019 9:42:47,220,Omaheke,45-54,Female,Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Grade 12
10/25/2019 9:50:03,221,Khomas,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 9:51:36,222,Khomas,25-34,Male,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 9:53:09,223,Khomas,25-34,Female,Disapprove,Jobs and the Economy,Voted in 2014,B. Swartbooi,Grade 12
10/25/2019 10:13:11,224,Erongo,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 10:25:40,225,Oshana,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 11:25:17,226,Omusati,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 11:28:29,227,Khomas,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 11:44:31,228,Khomas,25-34,Female,Approve,Jobs and the Economy,Did not vote in 2014,H. Geingob,Post-Graduate Degree
10/25/2019 11:45:06,229,Abroad,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 11:46:27,230,Khomas,25-34,Female,Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Grade 12
10/25/2019 12:01:59,231,Khomas,35-44,Male,Disapprove,Jobs and the Economy,Did not vote in 2014,M. Venaani,Post-Graduate Degree
10/25/2019 12:07:20,232,Khomas,35-44,Male,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,B. Swartbooi,Post-Graduate Degree
10/25/2019 12:08:13,233,Omusati,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,M. Venaani,Bachelor's Degree
10/25/2019 12:09:54,234,Khomas,35-44,Male,Strongly Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Bachelor's Degree
10/25/2019 12:24:57,235,Omusati,25-34,Female,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 12:33:35,236,Khomas,25-34,Male,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 12:36:19,237,Oshikoto,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 12:38:31,238,Khomas,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 12:46:10,239,Omusati,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 12:56:16,240,Khomas,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 12:58:03,241,Omusati,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 12:58:22,242,Khomas,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 12:58:25,243,Khomas,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 13:00:58,244,Khomas,25-34,Female,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,College Diploma
10/25/2019 13:01:24,245,Khomas,18-24,Male,Approve,Jobs and the Economy,Did not vote in 2014,I. Shixwameni,Grade 12
10/25/2019 13:12:24,246,Khomas,18-24,Female,Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Bachelor's Degree
10/25/2019 13:14:23,247,Khomas,25-34,Female,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 13:15:00,248,Khomas,25-34,Female,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 13:15:06,249,Oshikoto,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,H. Geingob,Bachelor's Degree
10/25/2019 13:18:09,250,Oshikoto,35-44,Male,Strongly Disapprove,Climate Change,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 13:18:09,251,Khomas,25-34,Male,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,H. Mudge,Bachelor's Degree
10/25/2019 13:22:51,252,Erongo,25-34,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Bachelor's Degree
10/25/2019 13:26:11,253,Omusati,25-34,Female,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 13:26:38,254,Oshana,18-24,Female,Neither Approve nor Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Grade 12
10/25/2019 13:28:24,255,Khomas,35-44,Male,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,H. Geingob,Grade 12
10/25/2019 13:30:07,256,Khomas,35-44,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Post-Graduate Degree
10/25/2019 13:36:10,257,Oshana,35-44,Male,Strongly Disapprove,Healthcare,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 13:37:02,258,Erongo,35-44,Male,Disapprove,Jobs and the Economy,Did not vote in 2014,H. Geingob,Post-Graduate Degree
10/25/2019 13:42:45,259,Khomas,25-34,Female,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 13:44:43,260,Karas,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 13:46:46,261,Erongo,35-44,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 13:47:29,262,Oshana,35-44,Female,Approve,Jobs and the Economy,Voted in 2014,H. Geingob,College Diploma
10/25/2019 13:48:25,263,Khomas,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 13:49:24,264,Khomas,55-64,Male,Approve,Education,Did not vote in 2014,H. Geingob,Bachelor's Degree
10/25/2019 13:57:07,265,Khomas,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 13:59:58,266,Erongo,25-34,Female,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,H. Geingob,Post-Graduate Degree
10/25/2019 14:00:46,267,Oshikoto,25-34,Male,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Grade 12
10/25/2019 14:02:54,268,Oshana,18-24,Female,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Bachelor's Degree
10/25/2019 14:06:44,269,Karas,35-44,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Grade 10
10/25/2019 14:07:19,270,Khomas,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 14:07:26,271,Karas,35-44,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Grade 10
10/25/2019 14:08:13,272,Khomas,25-34,Female,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 14:08:41,273,Oshana,18-24,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 14:09:23,274,Oshikoto,45-54,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 14:09:57,275,Khomas,25-34,Female,Strongly Disapprove,Healthcare,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 14:10:04,276,Khomas,45-54,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,B. Swartbooi,Post-Graduate Degree
10/25/2019 14:12:09,277,Omusati,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 14:14:14,278,Oshikoto,35-44,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 14:14:46,279,Khomas,35-44,Female,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Bachelor's Degree
10/25/2019 14:15:28,280,Khomas,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 14:16:16,281,Karas,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 14:16:51,282,Erongo,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:18:44,283,Khomas,45-54,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 14:20:29,284,Erongo,25-34,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Bachelor's Degree
10/25/2019 14:20:51,285,Erongo,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:21:07,286,Khomas,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 14:21:33,287,Erongo,35-44,Male,Strongly Disapprove,Healthcare,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:21:55,288,Otjozondjupa,35-44,Male,Strongly Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Bachelor's Degree
10/25/2019 14:22:09,289,Omusati,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:22:25,290,Omusati,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:22:38,291,Erongo,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Grade 12
10/25/2019 14:23:17,292,Oshana,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 14:23:19,293,Khomas,35-44,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,H. Mudge,Grade 12
10/25/2019 14:23:21,294,Erongo,35-44,Male,Strongly Disapprove,Healthcare,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:23:34,295,Oshikoto,25-34,Female,Disapprove,Education,Voted in 2014,M. Venaani,Post-Graduate Degree
10/25/2019 14:23:45,296,Omusati,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:24:04,297,Khomas,25-34,Male,Neither Approve nor Disapprove,Jobs and the Economy,Did not vote in 2014,H. Geingob,Grade 10
10/25/2019 14:24:46,298,Omusati,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:25:59,299,Oshikoto,18-24,Male,Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Grade 12
10/25/2019 14:26:32,300,Oshikoto,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 14:26:52,301,Khomas,35-44,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,College Diploma
10/25/2019 14:27:47,302,Khomas,25-34,Male,Neither Approve nor Disapprove,Healthcare,Did not vote in 2014,H. Mudge,Grade 12
10/25/2019 14:28:52,303,Erongo,25-34,Male,Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Vocational Certificate
10/25/2019 14:29:50,304,Erongo,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:30:17,305,Erongo,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 14:30:58,306,Erongo,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:32:21,307,Omaheke,35-44,Male,Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Grade 12
10/25/2019 14:32:47,308,Khomas,35-44,Male,Strongly Approve,Jobs and the Economy,Voted in 2014,H. Geingob,College Diploma
10/25/2019 14:33:34,309,Oshana,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Grade 10
10/25/2019 14:33:47,310,Khomas,35-44,Female,Strongly Approve,Education,Voted in 2014,H. Geingob,Grade 12
10/25/2019 14:34:15,311,Oshikoto,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 14:34:37,312,Omusati,25-34,Female,Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Bachelor's Degree
10/25/2019 14:34:57,313,Khomas,45-54,Male,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Grade 10
10/25/2019 14:35:12,314,Khomas,55-64,Female,Strongly Disapprove,Healthcare,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 14:35:13,315,Oshana,45-54,Male,Strongly Approve,Healthcare,Voted in 2014,H. Geingob,Bachelor's Degree
10/25/2019 14:35:27,316,Khomas,35-44,Male,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 14:38:30,317,Ohangwena,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 14:39:19,318,Erongo,35-44,Male,Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Grade 12
10/25/2019 14:39:42,319,Khomas,25-34,Male,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:39:43,320,Oshikoto,25-34,Male,Disapprove,Climate Change,Voted in 2014,P. Itula,Grade 10
10/25/2019 14:43:11,321,Oshikoto,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:43:22,322,Khomas,35-44,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Bachelor's Degree
10/25/2019 14:44:52,323,Khomas,25-34,Female,Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,College Diploma
10/25/2019 14:49:37,324,Khomas,25-34,Female,Neither Approve nor Disapprove,Climate Change,Did not vote in 2014,H. Geingob,Grade 12
10/25/2019 14:49:51,325,Khomas,25-34,Female,Neither Approve nor Disapprove,Climate Change,Did not vote in 2014,H. Geingob,Grade 12
10/25/2019 14:49:51,326,Khomas,25-34,Female,Neither Approve nor Disapprove,Climate Change,Did not vote in 2014,H. Geingob,Grade 12
10/25/2019 14:49:52,327,Khomas,25-34,Female,Neither Approve nor Disapprove,Climate Change,Did not vote in 2014,H. Geingob,Grade 12
10/25/2019 14:49:54,328,Khomas,25-34,Female,Neither Approve nor Disapprove,Climate Change,Did not vote in 2014,H. Geingob,Grade 12
10/25/2019 14:49:56,329,Khomas,25-34,Female,Neither Approve nor Disapprove,Climate Change,Did not vote in 2014,H. Geingob,Grade 12
10/25/2019 14:50:04,330,Khomas,25-34,Female,Neither Approve nor Disapprove,Climate Change,Did not vote in 2014,H. Geingob,Grade 12
10/25/2019 14:51:05,331,Otjozondjupa,25-34,Female,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:51:16,332,Otjozondjupa,25-34,Female,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:51:46,333,Khomas,18-24,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,H. Geingob,Bachelor's Degree
10/25/2019 14:52:45,334,Oshana,45-54,Male,Strongly Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Vocational Certificate
10/25/2019 14:56:44,335,Khomas,45-54,Female,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Grade 12
10/25/2019 14:57:52,336,Khomas,45-54,Male,Disapprove,Jobs and the Economy,Voted in 2014,M. Venaani,Bachelor's Degree
10/25/2019 14:58:58,337,Erongo,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:59:21,338,Erongo,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 14:59:42,339,Oshana,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 15:00:14,340,Erongo,35-44,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 15:02:45,341,Oshikoto,35-44,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 15:04:15,342,Erongo,25-34,Male,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 15:05:16,343,Khomas,25-34,Male,Strongly Disapprove,Healthcare,Voted in 2014,P. Itula,College Diploma
10/25/2019 15:06:54,344,Oshikoto,25-34,Male,Disapprove,Jobs and the Economy,Voted in 2014,M. Venaani,Grade 12
10/25/2019 15:08:43,345,Oshikoto,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 15:10:30,346,Khomas,45-54,Female,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 15:11:46,347,Khomas,18-24,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 15:13:42,348,Kavango,35-44,Male,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 15:13:54,349,Khomas,25-34,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Bachelor's Degree
10/25/2019 15:23:44,350,Erongo,25-34,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,College Diploma
10/25/2019 15:23:52,351,Erongo,25-34,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,College Diploma
10/25/2019 15:24:27,352,Otjozondjupa,45-54,Male,Neither Approve nor Disapprove,Jobs and the Economy,Did not vote in 2014,H. Geingob,Bachelor's Degree
10/25/2019 15:24:33,353,Omusati,18-24,Female,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,College Diploma
10/25/2019 15:31:34,354,Kavango,45-54,Male,Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Bachelor's Degree
10/25/2019 15:32:33,355,Khomas,35-44,Male,Strongly Disapprove,Jobs and the Economy,Not sure if voted in 2014,M. Venaani,Post-Graduate Degree
10/25/2019 15:34:49,356,Oshana,35-44,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 15:35:09,357,Erongo,45-54,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Grade 12
10/25/2019 15:45:37,358,Oshikoto,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 15:46:54,359,Oshana,35-44,Female,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,H. Geingob,College Diploma
10/25/2019 15:47:05,360,Otjozondjupa,35-44,Male,Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Grade 12
10/25/2019 15:49:49,361,Otjozondjupa,35-44,Male,Neither Approve nor Disapprove,Climate Change,Voted in 2014,M. Venaani,Bachelor's Degree
10/25/2019 15:55:34,362,Omusati,25-34,Female,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Grade 10
10/25/2019 16:01:45,363,Otjozondjupa,35-44,Female,Strongly Disapprove,Healthcare,Did not vote in 2014,M. Venaani,Grade 12
10/25/2019 16:01:48,364,Khomas,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 16:07:09,365,Khomas,25-34,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Bachelor's Degree
10/25/2019 16:08:46,366,Otjozondjupa,25-34,Female,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 16:20:03,367,Erongo,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 16:41:42,368,Khomas,35-44,Female,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 16:46:37,369,Khomas,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 16:46:57,370,Omusati,25-34,Female,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Grade 10
10/25/2019 16:55:11,371,Abroad,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 16:58:34,372,Khomas,25-34,Male,Strongly Disapprove,Healthcare,Voted in 2014,M. Venaani,Bachelor's Degree
10/25/2019 16:59:47,373,Khomas,25-34,Male,Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 17:00:14,374,Ohangwena,45-54,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,M. Venaani,College Diploma
10/25/2019 17:03:40,375,Khomas,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 17:12:24,376,Kunene,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 17:25:02,377,Erongo,18-24,Male,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,Post-Graduate Degree
10/25/2019 17:26:27,378,Otjozondjupa,25-34,Female,Strongly Disapprove,Jobs and the Economy,Not sure if voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 17:42:34,379,Abroad,35-44,Female,Strongly Disapprove,Climate Change,Voted in 2014,P. Itula,Post-Graduate Degree
10/25/2019 17:48:53,380,Erongo,25-34,Male,Strongly Disapprove,Climate Change,Voted in 2014,P. Itula,Vocational Certificate
10/25/2019 18:34:06,381,Oshikoto,55-64,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 19:01:35,382,Khomas,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,E. Muijangue,Grade 10
10/25/2019 19:06:40,383,Otjozondjupa,35-44,Female,Neither Approve nor Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Grade 12
10/25/2019 19:31:31,384,Otjozondjupa,35-44,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Grade 12
10/25/2019 19:32:17,385,Oshikoto,25-34,Male,Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Grade 12
10/25/2019 19:42:59,386,Ohangwena,45-54,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 19:45:16,387,Khomas,45-54,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,Bachelor's Degree
10/25/2019 20:39:15,388,Kunene,35-44,Male,Strongly Approve,Jobs and the Economy,Voted in 2014,H. Geingob,Grade 10
10/25/2019 20:50:20,389,Erongo,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 20:52:28,390,Erongo,25-34,Male,Strongly Disapprove,Jobs and the Economy,Voted in 2014,P. Itula,College Diploma
10/25/2019 20:52:52,391,Khomas,25-34,Female,Strongly Disapprove,Jobs and the Economy,Did not vote in 2014,P. Itula,College Diploma
10/25/2019 21:05:18,392,Kavango,35-44,Male,Approve,Healthcare,Voted in 2014,H. Geingob,Vocational Certificate
10/25/2019 21:05:51,393,Kavango,35-44,Male,Approve,Healthcare,Voted in 2014,H. Geingob,Vocational Certificate
10/25/2019 21:06:07,394,Kavango,35-44,Male,Approve,Healthcare,Voted in 2014,H. Geingob,Vocational Certificate
10/25/2019 21:06:13,395,Kavango,35-44,Male,Approve,Healthcare,Voted in 2014,H. Geingob,Vocational Certificate
10/25/2019 21:37:12,396,Khomas,25-34,Female,Strongly Disapprove,Jobs and the Economy,Voted in 2014,H. Geingob,Bachelor's Degree
